ï..station_id	stationname	date	daytype	rides	41.887389	-87.76565
40280	Central-Lake	6/11/2018	W	2017	41.887589	-87.76765
40280	Central-Lake	5/7/2018	W	2162	41.887590	-87.76766
40280	Central-Lake	5/15/2018	W	2026	41.887591	-87.76767
40280	Central-Lake	4/23/2018	W	2010	41.887592	-87.76768
40280	Central-Lake	6/5/2018	W	2100	41.887593	-87.76769
40280	Central-Lake	4/5/2018	W	1964	41.887594	-87.76770
40280	Central-Lake	6/25/2018	W	1994	41.887595	-87.76771
40280	Central-Lake	5/8/2018	W	2171	41.887596	-87.76772
40280	Central-Lake	5/3/2018	W	2059	41.887597	-87.76773
40280	Central-Lake	4/10/2018	W	1880	41.887598	-87.76774
40280	Central-Lake	6/7/2018	W	2095	41.887599	-87.76775
40280	Central-Lake	4/20/2018	W	2075	41.887600	-87.76776
40280	Central-Lake	7/1/2018	U	971	41.887601	-87.76777
40280	Central-Lake	7/2/2018	W	1990	41.887602	-87.76778
40280	Central-Lake	7/3/2018	W	2064	41.887603	-87.76779
40280	Central-Lake	7/4/2018	U	1220	41.887604	-87.76780
40280	Central-Lake	7/5/2018	W	1786	41.887605	-87.76781
40280	Central-Lake	7/6/2018	W	2040	41.887606	-87.76782
40280	Central-Lake	7/7/2018	A	1285	41.887607	-87.76783
40280	Central-Lake	7/8/2018	U	1058	41.887608	-87.76784
40280	Central-Lake	7/9/2018	W	2118	41.887609	-87.76785
40280	Central-Lake	7/10/2018	W	2077	41.887610	-87.76786
40280	Central-Lake	7/11/2018	W	2098	41.887611	-87.76787
40280	Central-Lake	7/12/2018	W	2143	41.887612	-87.76788
40280	Central-Lake	7/13/2018	W	2058	41.887613	-87.76789
40280	Central-Lake	7/14/2018	A	1321	41.887614	-87.76790
40280	Central-Lake	7/15/2018	U	1111	41.887615	-87.76791
40280	Central-Lake	7/16/2018	W	1839	41.887616	-87.76792
40280	Central-Lake	7/17/2018	W	2142	41.887617	-87.76793
40280	Central-Lake	7/18/2018	W	2118	41.887618	-87.76794
40280	Central-Lake	7/19/2018	W	2047	41.887619	-87.76795
40280	Central-Lake	7/20/2018	W	1971	41.887620	-87.76796
40280	Central-Lake	7/21/2018	A	1260	41.887621	-87.76797
40280	Central-Lake	7/22/2018	U	1036	41.887622	-87.76798
40280	Central-Lake	7/23/2018	W	2089	41.887623	-87.76799
40280	Central-Lake	7/24/2018	W	2058	41.887624	-87.76800
40280	Central-Lake	7/25/2018	W	2053	41.887625	-87.76801
40280	Central-Lake	7/26/2018	W	2066	41.887626	-87.76802
40280	Central-Lake	7/27/2018	W	2008	41.887627	-87.76803
40280	Central-Lake	7/28/2018	A	1441	41.887628	-87.76804
40280	Central-Lake	7/29/2018	U	922	41.887629	-87.76805
40280	Central-Lake	7/30/2018	W	1999	41.887630	-87.76806
40280	Central-Lake	7/31/2018	W	2079	41.887631	-87.76807
40280	Central-Lake	8/1/2018	W	2193	41.887632	-87.76808
40280	Central-Lake	8/2/2018	W	2115	41.887633	-87.76809
40280	Central-Lake	8/3/2018	W	2171	41.887634	-87.76810
40280	Central-Lake	8/4/2018	A	1370	41.887635	-87.76811
40280	Central-Lake	8/5/2018	U	1044	41.887636	-87.76812
40280	Central-Lake	8/6/2018	W	1876	41.887637	-87.76813
40280	Central-Lake	8/7/2018	W	1941	41.887638	-87.76814
40280	Central-Lake	8/8/2018	W	2034	41.887639	-87.76815
40280	Central-Lake	8/9/2018	W	1988	41.887640	-87.76816
40280	Central-Lake	8/10/2018	W	2108	41.887641	-87.76817
40280	Central-Lake	8/11/2018	A	1415	41.887642	-87.76818
40280	Central-Lake	8/12/2018	U	1026	41.887643	-87.76819
40280	Central-Lake	8/13/2018	W	1882	41.887644	-87.76820
40280	Central-Lake	8/14/2018	W	2074	41.887645	-87.76821
40280	Central-Lake	8/15/2018	W	1949	41.887646	-87.76822
40280	Central-Lake	8/16/2018	W	2010	41.887647	-87.76823
40280	Central-Lake	8/17/2018	W	1914	41.887648	-87.76824
40280	Central-Lake	8/18/2018	A	1326	41.887649	-87.76825
40280	Central-Lake	8/19/2018	U	1045	41.887650	-87.76826
40280	Central-Lake	8/20/2018	W	1846	41.887651	-87.76827
40280	Central-Lake	8/21/2018	W	1941	41.887652	-87.76828
40280	Central-Lake	8/22/2018	W	2022	41.887653	-87.76829
40280	Central-Lake	8/23/2018	W	2046	41.887654	-87.76830
40280	Central-Lake	8/24/2018	W	1861	41.887655	-87.76831
40280	Central-Lake	8/25/2018	A	1308	41.887656	-87.76832
40280	Central-Lake	8/26/2018	U	960	41.887657	-87.76833
40280	Central-Lake	8/27/2018	W	1947	41.887658	-87.76834
40280	Central-Lake	8/28/2018	W	1926	41.887659	-87.76835
40280	Central-Lake	8/29/2018	W	1970	41.887660	-87.76836
40280	Central-Lake	8/30/2018	W	2067	41.887661	-87.76837
40280	Central-Lake	8/31/2018	W	2074	41.887662	-87.76838
40280	Central-Lake	9/1/2018	A	1247	41.887663	-87.76839
40280	Central-Lake	9/2/2018	U	1047	41.887664	-87.76840
40280	Central-Lake	9/3/2018	U	973	41.887665	-87.76841
40280	Central-Lake	9/4/2018	W	2038	41.887666	-87.76842
40280	Central-Lake	9/5/2018	W	2065	41.887667	-87.76843
40280	Central-Lake	9/6/2018	W	1956	41.887668	-87.76844
40280	Central-Lake	9/7/2018	W	2056	41.887669	-87.76845
40280	Central-Lake	9/8/2018	A	1308	41.887670	-87.76846
40280	Central-Lake	9/9/2018	U	1004	41.887671	-87.76847
40280	Central-Lake	9/10/2018	W	2123	41.887672	-87.76848
40280	Central-Lake	9/11/2018	W	2177	41.887673	-87.76849
40280	Central-Lake	9/12/2018	W	2221	41.887674	-87.76850
40280	Central-Lake	9/13/2018	W	2238	41.887675	-87.76851
40280	Central-Lake	9/14/2018	W	2220	41.887676	-87.76852
40280	Central-Lake	9/15/2018	A	1327	41.887677	-87.76853
40280	Central-Lake	9/16/2018	U	1055	41.887678	-87.76854
40280	Central-Lake	9/17/2018	W	2083	41.887679	-87.76855
40280	Central-Lake	9/18/2018	W	2056	41.887680	-87.76856
40280	Central-Lake	9/19/2018	W	2170	41.887681	-87.76857
40280	Central-Lake	9/20/2018	W	2168	41.887682	-87.76858
40280	Central-Lake	9/21/2018	W	2263	41.887683	-87.76859
40280	Central-Lake	9/22/2018	A	1371	41.887684	-87.76860
40280	Central-Lake	9/23/2018	U	995	41.887685	-87.76861
40280	Central-Lake	9/24/2018	W	2062	41.887686	-87.76862
40280	Central-Lake	9/25/2018	W	2138	41.887687	-87.76863
40280	Central-Lake	9/26/2018	W	2251	41.887688	-87.76864
40280	Central-Lake	9/27/2018	W	2310	41.887689	-87.76865
40280	Central-Lake	9/28/2018	W	2078	41.887690	-87.76866
40280	Central-Lake	9/29/2018	A	1299	41.887691	-87.76867
40280	Central-Lake	9/30/2018	U	957	41.887692	-87.76868
40280	Central-Lake	10/1/2018	W	2123	41.887693	-87.76869
40280	Central-Lake	10/2/2018	W	2144	41.887694	-87.76870
40280	Central-Lake	10/3/2018	W	2278	41.887695	-87.76871
40280	Central-Lake	10/4/2018	W	2169	41.887696	-87.76872
40280	Central-Lake	10/5/2018	W	2006	41.887697	-87.76873
40280	Central-Lake	10/6/2018	A	1308	41.887698	-87.76874
40280	Central-Lake	10/7/2018	U	945	41.887699	-87.76875
40280	Central-Lake	10/8/2018	W	1802	41.887700	-87.76876
40280	Central-Lake	10/9/2018	W	2185	41.887701	-87.76877
40280	Central-Lake	10/10/2018	W	2129	41.887702	-87.76878
40280	Central-Lake	10/11/2018	W	2098	41.887703	-87.76879
40280	Central-Lake	10/12/2018	W	2092	41.887704	-87.76880
40280	Central-Lake	10/13/2018	A	1394	41.887705	-87.76881
40280	Central-Lake	10/14/2018	U	993	41.887706	-87.76882
40280	Central-Lake	10/15/2018	W	2041	41.887707	-87.76883
40280	Central-Lake	10/16/2018	W	2054	41.887708	-87.76884
40280	Central-Lake	10/17/2018	W	2165	41.887709	-87.76885
40280	Central-Lake	10/18/2018	W	2172	41.887710	-87.76886
40280	Central-Lake	10/19/2018	W	2091	41.887711	-87.76887
40280	Central-Lake	10/20/2018	A	1226	41.887712	-87.76888
40280	Central-Lake	10/21/2018	U	924	41.887713	-87.76889
40280	Central-Lake	10/22/2018	W	2052	41.887714	-87.76890
40280	Central-Lake	10/23/2018	W	2085	41.887715	-87.76891
40280	Central-Lake	10/24/2018	W	2082	41.887716	-87.76892
40280	Central-Lake	10/25/2018	W	2091	41.887717	-87.76893
40280	Central-Lake	10/26/2018	W	2100	41.887718	-87.76894
40280	Central-Lake	10/27/2018	A	1318	41.887719	-87.76895
40280	Central-Lake	10/28/2018	U	932	41.887720	-87.76896
40280	Central-Lake	10/29/2018	W	2049	41.887721	-87.76897
40280	Central-Lake	10/30/2018	W	2093	41.887722	-87.76898
40280	Central-Lake	10/31/2018	W	2196	41.887723	-87.76899
40280	Central-Lake	11/1/2018	W	2170	41.887724	-87.76900
40280	Central-Lake	11/2/2018	W	2019	41.887725	-87.76901
40280	Central-Lake	11/3/2018	A	1262	41.887726	-87.76902
40280	Central-Lake	11/4/2018	U	942	41.887727	-87.76903
40280	Central-Lake	11/5/2018	W	2035	41.887728	-87.76904
40280	Central-Lake	11/6/2018	W	2094	41.887729	-87.76905
40280	Central-Lake	11/7/2018	W	2089	41.887730	-87.76906
40280	Central-Lake	11/8/2018	W	2068	41.887731	-87.76907
40280	Central-Lake	11/9/2018	W	1971	41.887732	-87.76908
40280	Central-Lake	11/10/2018	A	1188	41.887733	-87.76909
40280	Central-Lake	11/11/2018	U	952	41.887734	-87.76910
40280	Central-Lake	11/12/2018	W	1665	41.887735	-87.76911
40280	Central-Lake	11/13/2018	W	2012	41.887736	-87.76912
40280	Central-Lake	11/14/2018	W	1992	41.887737	-87.76913
40280	Central-Lake	11/15/2018	W	1930	41.887738	-87.76914
40280	Central-Lake	11/16/2018	W	2049	41.887739	-87.76915
40280	Central-Lake	11/17/2018	A	1206	41.887740	-87.76916
40280	Central-Lake	11/18/2018	U	931	41.887741	-87.76917
40280	Central-Lake	11/19/2018	W	1899	41.887742	-87.76918
40280	Central-Lake	11/20/2018	W	1953	41.887743	-87.76919
40280	Central-Lake	11/21/2018	W	1854	41.887744	-87.76920
40280	Central-Lake	11/22/2018	U	902	41.887745	-87.76921
40280	Central-Lake	11/23/2018	W	1342	41.887746	-87.76922
40280	Central-Lake	11/24/2018	A	1136	41.887747	-87.76923
40280	Central-Lake	11/25/2018	U	799	41.887748	-87.76924
40280	Central-Lake	11/26/2018	W	1665	41.887749	-87.76925
40280	Central-Lake	11/27/2018	W	1945	41.887750	-87.76926
40280	Central-Lake	11/28/2018	W	1962	41.887751	-87.76927
40280	Central-Lake	11/29/2018	W	2075	41.887752	-87.76928
40280	Central-Lake	11/30/2018	W	2071	41.887753	-87.76929
40280	Central-Lake	12/1/2018	A	1146	41.887754	-87.76930
40280	Central-Lake	12/2/2018	U	955	41.887755	-87.76931
40280	Central-Lake	12/3/2018	W	2044	41.887756	-87.76932
40280	Central-Lake	12/4/2018	W	1995	41.887757	-87.76933
40280	Central-Lake	12/5/2018	W	1999	41.887758	-87.76934
40280	Central-Lake	12/6/2018	W	2048	41.887759	-87.76935
40280	Central-Lake	12/7/2018	W	1981	41.887760	-87.76936
40280	Central-Lake	12/8/2018	A	1260	41.887761	-87.76937
40280	Central-Lake	12/9/2018	U	866	41.887762	-87.76938
40280	Central-Lake	12/10/2018	W	1863	41.887763	-87.76939
40280	Central-Lake	12/11/2018	W	1989	41.887764	-87.76940
40280	Central-Lake	12/12/2018	W	1986	41.887765	-87.76941
40280	Central-Lake	12/13/2018	W	1952	41.887766	-87.76942
40280	Central-Lake	12/14/2018	W	2063	41.887767	-87.76943
40280	Central-Lake	12/15/2018	A	1263	41.887768	-87.76944
40280	Central-Lake	12/16/2018	U	974	41.887769	-87.76945
40280	Central-Lake	12/17/2018	W	1878	41.887770	-87.76946
40280	Central-Lake	12/18/2018	W	2021	41.887771	-87.76947
40280	Central-Lake	12/19/2018	W	2002	41.887772	-87.76948
40280	Central-Lake	12/20/2018	W	2026	41.887773	-87.76949
40280	Central-Lake	12/21/2018	W	1963	41.887774	-87.76950
40280	Central-Lake	12/22/2018	A	1181	41.887775	-87.76951
40280	Central-Lake	12/23/2018	U	864	41.887776	-87.76952
40280	Central-Lake	12/24/2018	W	1289	41.887777	-87.76953
40280	Central-Lake	12/25/2018	U	631	41.887778	-87.76954
40280	Central-Lake	12/26/2018	W	1521	41.887779	-87.76955
40280	Central-Lake	12/27/2018	W	1562	41.887780	-87.76956
40280	Central-Lake	12/28/2018	W	1669	41.887781	-87.76957
40280	Central-Lake	12/29/2018	A	1045	41.887782	-87.76958
40280	Central-Lake	12/30/2018	U	809	41.887783	-87.76959
40280	Central-Lake	12/31/2018	W	1371	41.887784	-87.76960
40280	Central-Lake	1/1/2019	U	706	41.887785	-87.76961
40280	Central-Lake	1/2/2019	W	1576	41.887786	-87.76962
40280	Central-Lake	1/3/2019	W	1666	41.887787	-87.76963
40280	Central-Lake	1/4/2019	W	1775	41.887788	-87.76964
40280	Central-Lake	1/5/2019	A	1141	41.887789	-87.76965
40280	Central-Lake	1/6/2019	U	891	41.887790	-87.76966
40280	Central-Lake	1/7/2019	W	1797	41.887791	-87.76967
40280	Central-Lake	1/8/2019	W	1901	41.887792	-87.76968
40280	Central-Lake	1/9/2019	W	1859	41.887793	-87.76969
40280	Central-Lake	1/10/2019	W	1810	41.887794	-87.76970
40280	Central-Lake	1/11/2019	W	1874	41.887795	-87.76971
40280	Central-Lake	1/12/2019	A	1018	41.887796	-87.76972
40280	Central-Lake	1/13/2019	U	743	41.887797	-87.76973
40280	Central-Lake	1/14/2019	W	1839	41.887798	-87.76974
40280	Central-Lake	1/15/2019	W	1807	41.887799	-87.76975
40280	Central-Lake	1/16/2019	W	1861	41.887800	-87.76976
40280	Central-Lake	1/17/2019	W	1929	41.887801	-87.76977
40280	Central-Lake	1/18/2019	W	1902	41.887802	-87.76978
40280	Central-Lake	1/19/2019	A	851	41.887803	-87.76979
40280	Central-Lake	1/20/2019	U	653	41.887804	-87.76980
40280	Central-Lake	1/21/2019	W	1149	41.887805	-87.76981
40280	Central-Lake	1/22/2019	W	1811	41.887806	-87.76982
40280	Central-Lake	1/23/2019	W	1747	41.887807	-87.76983
40280	Central-Lake	1/24/2019	W	1782	41.887808	-87.76984
40280	Central-Lake	1/25/2019	W	1450	41.887809	-87.76985
40280	Central-Lake	1/26/2019	A	961	41.887810	-87.76986
40280	Central-Lake	1/27/2019	U	749	41.887811	-87.76987
40280	Central-Lake	1/28/2019	W	1585	41.887812	-87.76988
